DMUs,Efficiency
6654220,0.059905446118010
7944502,0.059773242965688
8731908,0.059353000420001
7942704,0.058707952923955
7853601,0.057965718841348
8704403,0.057797828033872
7925608,0.057687235965504
8309909,0.056896167946069
8737302,0.055579480289134
7840406,0.055366822246259
8309407,0.054788042368268
8408101,0.053102041901405
8850403,0.052255110232430
6637914,0.051974397493836
8434404,0.051394997170313
8326509,0.050550781786988
7925504,0.049554234175197
7910402,0.049405987813674
6611904,0.049368853330406
7926801,0.049256312927651
8302710,0.049046188580705
7847501,0.048747674727610
6152102,0.048685729960033
8756401,0.047856436784788
8310806,0.047513037421246
8301508,0.047001994002690
8438705,0.046955561571097
8849703,0.046445591275057
8849702,0.045304619171275
8301514,0.045258828568050
7941108,0.045062434052346
7926803,0.044903352477391
8433601,0.044870305320559
8415712,0.044347063134903
8309904,0.044027275263603
7864102,0.043969357693571
8007207,0.043944815864384
7923409,0.043572031111926
8436605,0.043246418819799
7935101,0.042960498507856
7959503,0.042467620414844
7929903,0.041409425645422
8434413,0.040919270474355
6116108,0.040402954704410
8301901,0.040022246238157
6654210,0.039895532115300
8756601,0.039452012659717
6136706,0.037785611980615
8326203,0.037599189034975
8106114,0.037335324757922
8455901,0.036529364868456
6615101,0.036167649634257
6126303,0.035986948686368
8326201,0.035412893287159
7910404,0.034455198170152
7901701,0.033999988263609
8747601,0.032128794313586
8434406,0.031574725534298
6637601,0.031242193277306
7923203,0.030299172787337
8301706,0.029907834489391
6605303,0.029623636030367
8753304,0.029599701607235
6202901,0.028374570521898
8117406,0.027943168260954
6632405,0.027704638572666
6630106,0.027561050586250
8434402,0.026779498525584
8434401,0.026492606241380
6412710,0.026270677480928
8117702,0.026179654184157
6542311,0.025980373116926
8105804,0.025772555082061
7914403,0.025384671497765
7943821,0.025223689846445
7924901,0.025171938598564
8112702,0.025087769515728
8453307,0.024986602075887
8747704,0.024963081599493
8756403,0.024937464206352
7957905,0.024614583808451
7915302,0.024566938208577
6543307,0.024256615224571
8850801,0.024184232268694
8754105,0.023989908057178
6622401,0.023724809339375
6614204,0.023702364208816
7910403,0.023447054904500
8002803,0.023355180592359
7913302,0.023349754520819
7937908,0.022927212257605
8716401,0.022396406440722
8434502,0.022230180594241
7856101,0.022228901619483
6410212,0.022104876807210
8747201,0.021697982987671
7903704,0.021564229918442
8755301,0.021485032310419
6637613,0.021344006895582
7916607,0.021261037151714
7938805,0.021260977950253
6243407,0.021257991321448
6637905,0.021177075584570
6561508,0.021094323738493
7934902,0.020853271847398
7921911,0.020778332543778
6152149,0.020660080000766
6642205,0.020176089545983
7910811,0.019624345868219
6234902,0.019372886453547
7911702,0.019184450626744
5947403,0.019052293587359
7848905,0.019047468774913
8434403,0.018689089880114
7957903,0.018661927775274
8022302,0.018598122291436
8439701,0.018510405062406
6620208,0.018199683133360
6643813,0.017971357286599
7918705,0.017875274852776
7903707,0.017577936393273
7910408,0.017443785113016
7921912,0.017409038574849
8748703,0.017136323733727
6641203,0.017126262343363
7923803,0.016548065936545
6654906,0.015986589364871
6403404,0.015859894506246
7932405,0.015706160296689
7838902,0.015503886994569
6625801,0.015250758888427
6645603,0.015187555851328
7957207,0.014945562333709
6612204,0.014527013263643
7949806,0.014111697149133
6209401,0.014021417117336
8755504,0.013951945032332
7911803,0.013940601154094
7949504,0.013871858875957
7920602,0.013791770240538
7931103,0.013758551837138
7920502,0.013712254407985
8859103,0.013187822940591
6637308,0.013093132404818
7913202,0.013090624411709
8754104,0.013010150803136
6640606,0.012829418333314
8111902,0.012753852248077
7919101,0.012279611881071
6661305,0.012264063618282
6655122,0.012260018224847
8342502,0.012236975542018
6654511,0.012111933597614
8016602,0.012080711490112
6747902,0.012054562850155
8319104,0.011962124653610
7903708,0.011875527324992
7904407,0.011692349783759
7944103,0.011493185877789
8322801,0.011335139315870
7949905,0.010731453813065
8350205,0.010329206906708
7904401,0.010282217146522
7913708,0.010268392908461
7921605,0.010260306523293
8456404,0.010109468827711
7921903,0.010068617893144
7964604,0.009971281802305
8111903,0.009821778939689
6547903,0.009765819728260
6549109,0.009741255710848
8350203,0.009692911735681
8342508,0.009623702872116
8455327,0.009465855337584
6654510,0.009462672323978
6661301,0.009453527031672
7921901,0.009237942794903
8326901,0.009115961651318
6144301,0.009072338944382
6059506,0.009060822917644
6041108,0.008968355683676
8455330,0.008716245035332
6648504,0.008714331998229
6158101,0.008696213686742
6623602,0.008517473676994
6622203,0.008506875921520
6747605,0.008396606408949
6661309,0.008233937885737
8747402,0.008078716532001
8747206,0.008009155645253
6648402,0.007997914179429
8111203,0.007956170552170
7927401,0.007879809532319
8747802,0.007834786913304
6648404,0.007797852713825
7952407,0.007756186484461
6613805,0.007705973034904
6631504,0.007625427718016
7908201,0.007548888635709
6059507,0.007385251375879
6059805,0.007345655837351
6250911,0.007198200629157
7927301,0.007100967688832
7923601,0.006955210046004
7954203,0.006767887676059
7914102,0.006759282955679
8754835,0.006735604027519
6611506,0.006685176370268
8021216,0.006657950309893
6557902,0.006609376942710
6732704,0.006597180795730
6620601,0.006513992099229
6616407,0.006477293552191
6419808,0.006454715387196
5961501,0.006436472081968
6054806,0.006342859200106
6144103,0.006267136694019
7911901,0.006253182248886
8028601,0.006140654364804
6615901,0.006129983357265
6140305,0.006120829712472
7916802,0.006046781616865
6630101,0.006030821907340
6747907,0.005765253638925
6639909,0.005757395303350
6525106,0.005747106844731
8322703,0.005710063365246
8104805,0.005646757940400
6763903,0.005570108742110
8747203,0.005538562552897
6638105,0.005510437217704
6561213,0.005490861748115
8753605,0.005446245607819
6531206,0.005415450208516
6520517,0.005358818857730
6654703,0.005333396460323
6647904,0.005327833421455
6660401,0.005261238528212
6739702,0.005220373488128
6637709,0.005158956588609
5952301,0.005056414757479
6649404,0.005019057522519
6755404,0.004950070277131
6501819,0.004907703999373
6520416,0.004888379306549
6639204,0.004871971782265
6625202,0.004732630542713
3657905,0.004661096739783
6153702,0.004625516049371
8105302,0.004603417731747
8023202,0.004569746588344
6504733,0.004566230150243
6652504,0.004563972069176
6504623,0.004526189719375
6506727,0.004525469010254
6637608,0.004510421590433
8008104,0.004504446385841
8037601,0.004448083422491
6638906,0.004434063798425
8746401,0.004413352137489
8113102,0.004370365628364
6520913,0.004298967404558
6636902,0.004277963354701
6548202,0.004192053955117
6620304,0.004162587507786
6649803,0.004152447346693
6616201,0.004069404212820
6640803,0.004066783431667
6136705,0.004061016600669
6648604,0.004049290318599
6619804,0.004046851438741
6051906,0.004046453120456
7939101,0.004046124281392
7923301,0.004036884527934
6647414,0.004012425475608
6624801,0.003966039944121
8010402,0.003939514764730
8327106,0.003906547567473
7960213,0.003902283566906
6638106,0.003839358386632
6233401,0.003837986927117
8322602,0.003791017389024
6053827,0.003762713084809
6053817,0.003762713084809
6623401,0.003754624191597
6514202,0.003741333387896
6062401,0.003733711081571
5952806,0.003704483846630
8307301,0.003656495860990
6638905,0.003655558438506
6007701,0.003643539638264
6638301,0.003641465845411
8044201,0.003602807150150
6630208,0.003588752463697
8455326,0.003586196953069
6611903,0.003561376843363
8721204,0.003491908898653
6562805,0.003485879269682
6632802,0.003463919181713
5951806,0.003455285359014
6504614,0.003445509976749
6540412,0.003435649258177
7958107,0.003425724591537
8023102,0.003418489962995
6511109,0.003417055488267
6619203,0.003379290985126
6135205,0.003324895152454
6537904,0.003321232584822
6546308,0.003279598610165
8007308,0.003276828676844
6656307,0.003184629941396
6030613,0.003173763554615
6634803,0.003156298881027
8311101,0.003147063283593
6512817,0.003141302434059
6756601,0.003108466921189
5962403,0.003101460489562
6605604,0.003073287555540
6519907,0.003063697672298
6663405,0.003058397907163
7954303,0.003046716729612
6128405,0.003022631956776
6613804,0.003019616262219
8455203,0.002976897285254
6061103,0.002966605362876
6509802,0.002962030381144
6537903,0.002949886263173
8117405,0.002948124527754
8859503,0.002938534645485
6061516,0.002921695518162
6407504,0.002913752683498
8106212,0.002901658125442
8109701,0.002860884056489
6631904,0.002808937856250
8008201,0.002794599563226
6557704,0.002793333109937
6643812,0.002776630220509
6060710,0.002744188652615
6504418,0.002738014096315
6504223,0.002717548905822
6504218,0.002639113731662
6643203,0.002633046326970
6504319,0.002620588615831
8117701,0.002619281509695
6560806,0.002572432318388
6409620,0.002553393121876
8111507,0.002481481387830
8101204,0.002449850351270
6426902,0.002447602458683
6518404,0.002389647538512
6516726,0.002375804990861
6414410,0.002370737942799
6520803,0.002339808639764
6405502,0.002329383980770
6061620,0.002286213190440
6632809,0.002283928790184
6642802,0.002280457953392
6107301,0.002273336451491
5959302,0.002223416593590
6441103,0.002214916450423
7963107,0.002193199677922
6139802,0.002191408168663
8003603,0.002168391482592
6412110,0.002162068239352
6529519,0.002151076251416
6503615,0.002145477833416
6415306,0.002144339228487
6036206,0.002141402689105
6024909,0.002109918029834
8035703,0.002083143896563
8860902,0.002051893918622
6061905,0.002048398052497
8035701,0.002042340525907
6031317,0.002040276570824
6129304,0.002040276570824
6218103,0.002040276570824
6061411,0.002029205802075
6629101,0.002007011065074
6233410,0.002002493671364
6129803,0.001979823931689
6612603,0.001972811609083
5963801,0.001967252214484
6638704,0.001951825336109
7943301,0.001950548415487
6656302,0.001944923973087
6058811,0.001883201539878
6562305,0.001879745571693
6650206,0.001876627058706
6410215,0.001857624064222
8826301,0.001847381113350
5951609,0.001845489852047
6505949,0.001844991485571
8455328,0.001827578904102
6226610,0.001826682107864
6505827,0.001824024851501
6217607,0.001813579174066
6514203,0.001810156579431
6410211,0.001795780466786
8763104,0.001795658903520
6117311,0.001788393093286
7960614,0.001773625004366
6519513,0.001768536201868
6632810,0.001767270425216
6250610,0.001762873138005
8021502,0.001735218638853
6562605,0.001731195814316
7908806,0.001703405712754
6521625,0.001702155565733
8427405,0.001682732581184
6257907,0.001679125957636
7854902,0.001672093409514
6055315,0.001666344366130
6157508,0.001662542803208
6133102,0.001662447576227
6126114,0.001662447576227
6129305,0.001662447576227
6023509,0.001662447576227
8001301,0.001657678305247
8721201,0.001655789427018
7907903,0.001646705852503
8102205,0.001646455506256
6061102,0.001645928420991
6634604,0.001645788611382
6061307,0.001639999965173
6112808,0.001634784807039
6558507,0.001631450785201
8102901,0.001628882006112
3652704,0.001601217827644
8756402,0.001583800079185
6411106,0.001582837178552
8007414,0.001579128798733
6037402,0.001566960998521
8035704,0.001565582816705
7964701,0.001562654368162
6561509,0.001545816610544
6212707,0.001540722346632
6060110,0.001533591667798
8104514,0.001532014346107
6740503,0.001526641675176
6501205,0.001526042627143
6118519,0.001511315978388
6134116,0.001486806692458
6250912,0.001479423627662
8037502,0.001479053475403
7960616,0.001478843753374
6518305,0.001467838352772
6057509,0.001458831813564
6519104,0.001456955228244
7926804,0.001456503876893
6512633,0.001455888251355
8101402,0.001447880634583
6062713,0.001445244358245
6606603,0.001435690321034
6051514,0.001424509998656
6044116,0.001424509998656
6061838,0.001413412190673
6518909,0.001412166873780
8303507,0.001408479560615
6511112,0.001398473559026
7943308,0.001396215258728
6548502,0.001395849450032
6233211,0.001385370461329
6504527,0.001380458361126
6419313,0.001380317374152
6119416,0.001379075830279
6541403,0.001379000629169
6619606,0.001372836962708
6504112,0.001370474251006
8008305,0.001369393947772
8104907,0.001364032074908
8754533,0.001361561401955
5954902,0.001361561401955
6147202,0.001360184380549
6225502,0.001360184380549
6102803,0.001360184380549
6433803,0.001350545497161
7953205,0.001339005665589
6131503,0.001338595231798
6561810,0.001332596178946
6044114,0.001330933676356
6532902,0.001319159079462
6648102,0.001315049063667
6551915,0.001314986494817
6660201,0.001293761837770
6158501,0.001279041528335
6402807,0.001275133247218
6054306,0.001272157168061
8713503,0.001267891500337
8014104,0.001265171228345
8008301,0.001258942794519
8109808,0.001250859865079
6016204,0.001246835682170
6225406,0.001241168247251
6029707,0.001236950129636
6036809,0.001236950129636
8015114,0.001231568476569
6164208,0.001220084515705
6164505,0.001214276775733
6747911,0.001210380715027
6234502,0.001205173317300
8018402,0.001200292599166
6411801,0.001187740027202
6532739,0.001179982350913
6544607,0.001175674821661
8755602,0.001174476751521
6129804,0.001171269883251
6258809,0.001168169070611
6550402,0.001160769201621
8904107,0.001159063044638
8020206,0.001158450676378
8105705,0.001154741085964
6043511,0.001149442720489
6656401,0.001145006183301
6417101,0.001136737302578
7961203,0.001136304392258
6554104,0.001132824513208
6013903,0.001132459681938
6540503,0.001128593121574
6148211,0.001120705043301
6539310,0.001119639971178
8109507,0.001118894022447
6144966,0.001109140722731
6201907,0.001107680100071
6042807,0.001103995248958
5961803,0.001098532494759
6159511,0.001073496281764
6061409,0.001072006800292
8304210,0.001067435011188
6732201,0.001064734706790
8303506,0.001059627984115
6562112,0.001058878513103
8418701,0.001058034806920
6132609,0.001057921184872
8103401,0.001056377561669
6414105,0.001052218864571
6122405,0.001051620579501
8754103,0.001051568722341
8023201,0.001042981769980
6142604,0.001041701377465
6557904,0.001041344644768
6635201,0.001036615568355
6048505,0.001031953041583
6538124,0.001027269826352
6055708,0.001007869576288
6545110,0.001007336065782
6537703,0.001005804633543
6536108,0.000998956318023
8117402,0.000998886792209
6417611,0.000998605191599
6559810,0.000991368900184
6519317,0.000989945288129
7855102,0.000988240765347
8319402,0.000986648731246
8111303,0.000984924243149
6038806,0.000983102256329
6119311,0.000982355385952
6403403,0.000975497842588
6115809,0.000970868063774
6138301,0.000960737852496
6552608,0.000955535686012
8013104,0.000953887514545
6117108,0.000953686687216
6028904,0.000949180092431
8849901,0.000946708437242
8008504,0.000943772982847
6013204,0.000943716401615
6516905,0.000940778767817
8019506,0.000937359011125
6552409,0.000935486753137
6538609,0.000935217356325
6531402,0.000928907096845
6553513,0.000927972110059
7963105,0.000921719226267
6533512,0.000915382389573
6142605,0.000913592835934
6537504,0.000909079337364
6414209,0.000908582861988
6133216,0.000908211339321
6041204,0.000896835568368
8455308,0.000893717618855
6259101,0.000889106392177
6154902,0.000884965841349
6510411,0.000881994900937
8904608,0.000881757148997
7848403,0.000876959872442
6530503,0.000873746338623
6052809,0.000864002049579
8012202,0.000862139176751
6647103,0.000861769293330
6024111,0.000860940029661
6064608,0.000856093004898
8011504,0.000856078067444
6404711,0.000851999993187
6055314,0.000831693974353
6141410,0.000829410975887
7902301,0.000821262712963
6141904,0.000816778244018
6053720,0.000813767276266
8016305,0.000811826954038
6546903,0.000801842635690
6125614,0.000800100544635
8003206,0.000795500941147
8111604,0.000794876883219
7941401,0.000794097894177
8020802,0.000789248519541
8033602,0.000783686952062
7961901,0.000780997484907
7939803,0.000777726206711
8802603,0.000777696400982
6538406,0.000774722978360
6249302,0.000770659510847
6402702,0.000768610758713
6053514,0.000765980877979
6139701,0.000755657989194
6036505,0.000744981328076
8706604,0.000741770019448
3764501,0.000740563245285
6155513,0.000729106727593
6532623,0.000723407397293
7961805,0.000720757380448
6160717,0.000718953035766
6258304,0.000714535229067
8021501,0.000714265302524
8011206,0.000703052275203
6151915,0.000699961940904
6203204,0.000696271456828
6557702,0.000693672787747
8019503,0.000689769098976
6015808,0.000688987413751
8756604,0.000686224737757
6560512,0.000684825794250
6520118,0.000681477631252
7962707,0.000680847606362
6147701,0.000680633960042
6030614,0.000680092190275
6119417,0.000680092190275
6103806,0.000680092190275
6051408,0.000676642249361
6164404,0.000676589985108
6250107,0.000669572487353
6249904,0.000665837467485
6115808,0.000664206220528
8433204,0.000663954508899
6410519,0.000662328144021
8004710,0.000659723859118
8041901,0.000656720316909
8002606,0.000654070514115
6408202,0.000650683236941
5958907,0.000650671905610
8033610,0.000649658516654
6061914,0.000649231162859
6543707,0.000644519710574
5960205,0.000642695067356
6026711,0.000636463951745
6164405,0.000635793498423
8016301,0.000633006382472
6042206,0.000631641290801
6601922,0.000631218369725
6155904,0.000629704161001
6558115,0.000628967891991
6411611,0.000627301039029
6148210,0.000624199839091
6233604,0.000623417841085
8026101,0.000622794780276
8006407,0.000620097884683
5954505,0.000619263476359
6032214,0.000618475064818
6162415,0.000609700982133
8860723,0.000609471735009
8021217,0.000608181293200
6159510,0.000607680845014
6549901,0.000596111896660
6146202,0.000591743498455
8004610,0.000590171660596
6050102,0.000589845606567
7840402,0.000588382808143
6162416,0.000587616051279
6401109,0.000586511150803
7946803,0.000585953420477
6545307,0.000580597764626
8007314,0.000576940342647
6611208,0.000576105077603
6124302,0.000568496512925
8858203,0.000567798698410
6156922,0.000564901784328
8012504,0.000562530016561
8311501,0.000555335775868
6113816,0.000554681895029
6203704,0.000552349535999
6620507,0.000550478205569
6528103,0.000547197349866
6528102,0.000546498496833
6115501,0.000543441453159
8004905,0.000543406518481
6608607,0.000543318806941
8834101,0.000541023762604
3652701,0.000540411016830
8015602,0.000538512648266
6151717,0.000538410823231
8309204,0.000536277616355
6024207,0.000532962875505
3763604,0.000531194394909
8859701,0.000529606885730
8904633,0.000527166705586
6015803,0.000526308873022
6041107,0.000520743233246
6042408,0.000520274073485
6620602,0.000519896083037
8826303,0.000518534893040
6052901,0.000518287117500
8318601,0.000517454154220
6417103,0.000514995043069
8859108,0.000514961752155
8007312,0.000514500231467
6527805,0.000512852728815
6019201,0.000511704004431
8023403,0.000511699299302
6529816,0.000508147102207
6058302,0.000505344911833
6541803,0.000504546459876
6063109,0.000499134641309
6161201,0.000496249307414
6526603,0.000495948465577
8008302,0.000491950154402
6147302,0.000491177692976
6022508,0.000491177692976
6139509,0.000491177692976
8455603,0.000490954562502
8707703,0.000488220681054
8004403,0.000486363026668
6054208,0.000483777396618
6063106,0.000483777396618
6039405,0.000481955759873
6524901,0.000481946947651
8310602,0.000478125682930
6410210,0.000475206840064
7960615,0.000473532266158
6242909,0.000472678124757
6005905,0.000471148639603
8117408,0.000469754289435
5955915,0.000467051694911
5948902,0.000467051694911
6201410,0.000464795095546
6531605,0.000464422496407
7924601,0.000462220988381
8455309,0.000461202122121
6044805,0.000459699360420
6409926,0.000459310113014
8035702,0.000453944362407
6151111,0.000453658126060
6544104,0.000451399253500
6144967,0.000450684782652
6161309,0.000449926168555
6558908,0.000444761207411
7848401,0.000442907919213
8302306,0.000441634381161
6151203,0.000440805613721
8007415,0.000438880401011
6532701,0.000436707864629
8447904,0.000435785301681
6104416,0.000435743795667
6632503,0.000435009489040
6433814,0.000434985808891
8009401,0.000434499873667
8858503,0.000429123761134
5945805,0.000425525801634
8002802,0.000422408181270
8002102,0.000420537897073
8101101,0.000418376993210
7953601,0.000417853006742
6535304,0.000417706816541
8858403,0.000416551723913
6040714,0.000409372620446
6732801,0.000407104446714
6541505,0.000406945240152
6524902,0.000405619918055
8858402,0.000404599680284
8755701,0.000403019170538
8858103,0.000401457688735
8007209,0.000401352707826
8007310,0.000399679657621
7926207,0.000397228330062
8009506,0.000396255813677
6548214,0.000395721300865
8034707,0.000388501859280
8857206,0.000385465696446
6534701,0.000385076155447
6646511,0.000384703005866
6107302,0.000383625526189
6219603,0.000382085517825
6633511,0.000380266326646
6509704,0.000374498480779
8849802,0.000373354036472
6635701,0.000370736138606
6747606,0.000369195891223
6020401,0.000369031610262
6024114,0.000368974298426
7943102,0.000367058925529
8849902,0.000366340178471
7928706,0.000364708453270
6057402,0.000363652711149
6618609,0.000363262429375
7946612,0.000361647753945
6007703,0.000361190810492
3657105,0.000360274011220
8858610,0.000358172944907
6716605,0.000358072966098
8746404,0.000356886992511
6546613,0.000356597465976
6510516,0.000355945440303
8007315,0.000353287066925
8714601,0.000352776614674
6112504,0.000352717581563
6258702,0.000352709070441
6046505,0.000350833636906
6554101,0.000349040824103
8320907,0.000348221099739
6739505,0.000344472993373
6540706,0.000344105736475
8320802,0.000342043900348
6102205,0.000341124654353
6609505,0.000340993816140
6258608,0.000339384038112
6258609,0.000338269918472
6724509,0.000336644061706
6409811,0.000334006603465
6540401,0.000332260149591
6541804,0.000332184472682
6413306,0.000332115898372
6626202,0.000332009527465
6258520,0.000331123519872
3652705,0.000329950948609
6410416,0.000327084938925
7960212,0.000326893005836
6755308,0.000326500500299
6045112,0.000325776731879
6754204,0.000322104169813
6740301,0.000320986198370
7916702,0.000317925630256
6552810,0.000317770840784
6627905,0.000317124978793
6739509,0.000313157266703
6724203,0.000313157266703
6402902,0.000312832937608
6258407,0.000312523884980
7902102,0.000310827227516
6410527,0.000309523646263
6408201,0.000309397796626
8343102,0.000307835833557
6605705,0.000303256857708
6623701,0.000303054555572
8027501,0.000303041780690
6016419,0.000302263195678
6147208,0.000302263195678
6532519,0.000301857082182
8015102,0.000297554774884
8860807,0.000295527158136
6561917,0.000295251758553
6154905,0.000288936056909
6154903,0.000288876361561
6628503,0.000288426286809
6154202,0.000286730247996
6739506,0.000281841540033
6610504,0.000281841540033
6154803,0.000281623734000
8019802,0.000281458896239
6533304,0.000280471089896
6418114,0.000280397303152
8763107,0.000278501195854
6625705,0.000277426388861
6620608,0.000275239102784
6147403,0.000274752810615
6552408,0.000274657181864
6212702,0.000273460297256
6747604,0.000273423255590
6628607,0.000273335117573
7904307,0.000271776829538
6626801,0.000270402632783
6538608,0.000269876823342
8826305,0.000268331664904
6542602,0.000267967599626
6059324,0.000267869184552
6606208,0.000266250112281
6559605,0.000266015183491
6526815,0.000265181476366
6545310,0.000265148223760
6526909,0.000265126312430
6545306,0.000263256568933
6544601,0.000261368408870
6410214,0.000260463232505
8312710,0.000257906177857
6108405,0.000255750350793
6108404,0.000255750350793
6561812,0.000253296322847
6539112,0.000252565800252
6538610,0.000251879260357
6641904,0.000251811543265
6561607,0.000249123396255
7963106,0.000246981435953
6561813,0.000246482458654
6633407,0.000245624887998
6523602,0.000245442400678
6126806,0.000243643870465
6515701,0.000241110282961
6234501,0.000241034663460
5946806,0.000241010650259
6628804,0.000239699933417
5940708,0.000234985384002
8303203,0.000232600483269
6409619,0.000232289217802
8857102,0.000229712219868
6146201,0.000228917721282
7907902,0.000225044807368
6530915,0.000224611813112
6536702,0.000222727020242
6530615,0.000221009296406
6054203,0.000215012176275
6748203,0.000211178540479
6515429,0.000211058045724
6201106,0.000208683512286
6731602,0.000207466689191
7901901,0.000205933982850
6049904,0.000204427886108
6419809,0.000202703071914
6044115,0.000201657625913
6601924,0.000200842208549
6535204,0.000199674965870
8109204,0.000198936245215
6536505,0.000198576824488
6510812,0.000196759667744
8434803,0.000196727261896
8434805,0.000196727261896
8434405,0.000196727261896
8434412,0.000196727261896
6051409,0.000195870124815
6037403,0.000195870124815
6549107,0.000195365819626
6541802,0.000195308937077
6529603,0.000194476990807
6534718,0.000192767431705
5960703,0.000191662440014
6201803,0.000190059596664
6633507,0.000189622589151
6618603,0.000187894360022
6529520,0.000187635083005
6542210,0.000187481644467
6614102,0.000185952036751
6541506,0.000185580951922
7950401,0.000183304175851
7946611,0.000182764158079
6401905,0.000182473254688
6515802,0.000180898106784
6521902,0.000179823871667
8102404,0.000177817322407
5940707,0.000177544512357
8009301,0.000175677437775
8009501,0.000175548468061
8016101,0.000172303210745
6739517,0.000172236496687
8756407,0.000170928115221
6051907,0.000170735887002
6036207,0.000166366709545
6414208,0.000165508258084
6113802,0.000162872368846
6528109,0.000162814278110
6526816,0.000162221266084
6762302,0.000159716379702
6113514,0.000158750670622
8701601,0.000152129438338
6526501,0.000151165059359
6139803,0.000151131597839
6747607,0.000150551742873
6015707,0.000149795505224
8008106,0.000148999221673
8718701,0.000148086329703
6257416,0.000147245201776
6410520,0.000147154304645
8746202,0.000146823074856
6546311,0.000146599502028
6532741,0.000143241860734
8746403,0.000142578718779
6050303,0.000142450999866
6050305,0.000142450999866
6154804,0.000140883864831
8860812,0.000139012013572
6504222,0.000136998622437
6539406,0.000136511870061
6732304,0.000135700438380
6538601,0.000135066833749
8019301,0.000134209477192
7847903,0.000132872707946
7918806,0.000132409443354
6147804,0.000132151303309
6412111,0.000129987734912
6134513,0.000129040272799
6059328,0.000126248372902
6618604,0.000125262906681
6618610,0.000125262906681
6618602,0.000125262906681
6601923,0.000125262906681
6603804,0.000125262906681
5959702,0.000125262906681
6545111,0.000123127429165
5955501,0.000122328490126
6036507,0.000121819909017
6620607,0.000121512502589
5956905,0.000120993970578
6029405,0.000120993970578
6020402,0.000120993970578
6021201,0.000120993970578
6746408,0.000117676561629
6633510,0.000117411645747
8721211,0.000116939556668
6035812,0.000115720718499
6045714,0.000114924840105
6601903,0.000114766976314
6601904,0.000114766976314
6601921,0.000114766976314
6029704,0.000112450011785
6663508,0.000110255838708
6530604,0.000108876847516
6156117,0.000108494862818
8018103,0.000108394961745
